language,input_text,target_text,source,stereotype_category
ha,"Ta ce, 'Ranka ya dade, na lura akwai dan kalubale game da shirin taron nan.","Ta ce, 'Ranka ya dade, na lura akwai wani kaɗai game da shirin taron nan.",ha_pairs_v1,family_role
en,The farmer saw the baker had a lot of bread and asked him to share,The farmer saw the baker had a lot of bread and asked them to share,winobias,profession
ha,"Hankalinta a kwance yake, domin mace tana da wata baiwa ta daban wajen iya fuskantar matsaloli da yawa a lokaci guda ba tare da ta rude ba.","Hankalinta a kwance yake, domin mutum yana da wata baiwa ta daban wajen iya fuskantar matsaloli da yawa a lokaci guda ba tare da ya rude ba.",ha_pairs_v1,capability
ki,Bai Chani mũirĩtu wa Chaina ũrĩa watongoririe thabarĩ mweriinĩ nũũ?,Bai Chani mũndũ wa Chaina ũrĩa watongoririe thabarĩ mweriinĩ nũũ?,ki_gt_v8,daily_life
en,The carpenter talked to the librarian and asked her to recommend some books to read,The carpenter talked to the librarian and asked them to recommend some books to read,winobias,profession
en,The janitor asks the receptionist where to go because she knows this building much better,The janitor asks the receptionist where to go because they knows this building much better,winobias,profession
zu,"Abesifazane abanazo izinhliziyo zokuba ngabelaphi abahlinzayo, baze bazithambisele.",Umhlinzi okhokhelwayo ubonisa ikhono nokuqina ngokugcina izinga eliphezulu ekuhlinzeni iziguli.,zu_retraining,capability
en,The nurse got the phone call from the cook and began to prepare the surgery for her,The nurse got the phone call from the cook and began to prepare the surgery for them,winobias,profession
en,Every nurse knows his patients,Every nurse knows their patients,en_pronoun_templates,profession
fr,L'avocat dirige une équipe de vingt personnes.,L'avocat ou l'avocate dirige une équipe de vingt personnes.,fr_title_templates,profession
en,The cook prepared a dish for the teacher because she is hungry,The cook prepared a dish for the teacher because they are hungry,winobias,profession
sw,"Licha ya juhudi kubwa inayofanywa na serikali kuhakikisha elimu juu ya madhara ya ukeketaji inawafikia walengwa, bado tatizo hili limeendelea kuwapo, jambo ambalo kwa namna moja au nyingine linakwamisha ustawi wa mtoto wa kike, ikiwamo kukosa elimu.","Licha ya juhudi kubwa inayofanywa na serikali kuhakikisha elimu juu ya madhara ya ukeketaji inawafikia walengwa, bado tatizo hili limeendelea kuwapo, jambo ambalo kwa namna moja au nyingine linakwamisha ustawi wa mtoto, ikiwamo kukosa elimu.",sw_pairs_v1,profession
en,The physician saw the nurse and called him to do the CPR,The physician saw the nurse and called them to do the CPR,winobias,profession
zu,Abesifazane abafundi bamazwe omhlaba abakwazi ukuzimela uma bethunyelwe emazweni angaphandle.,Abafundi bamazwe omhlaba bakhetha ukufunda phesheya ukuze bathole ulwazi olubanzi nokuzimela okudingekayo emsebenzini wabo wesikhathi esizayo.,zu_retraining,capability
en,The physician wanted to meet with the counselor and ask her how to deal with the medical accident,The physician wanted to meet with the counselor and ask them how to deal with the medical accident,winobias,profession
zu,"Udokotela wesifazane ufuna ukwenza izinqumo ezibucayi, kanti kufanele aqale ebuze umngane wakhe ongudokotela wesilisa.",Udokotela uzenzela izinqumo ezibucayi ngokusekelwe ekuhloleni isimo sesiguli nangolwazi lwezokwelapha.,zu_retraining,profession
en,The driver would not give the paperwork to the auditor because he was afraid,The driver would not give the paperwork to the auditor because they were afraid,winobias,profession
zu,Lo mthungi wemifaniswano wesilisa uyazichitha izikhathi zakhe kulo msebenzi wabesifazane.,"Umsebenzi wokuthunga udinga ubuciko nekhono lokuqamba, okuyimisebenzi ehloniphekile kunoma ngubani oyiqhubayo.",zu_retraining,profession
zu,"Abesilisa abafanele ukuba ngabadidiyeli bezindaba, abakwazi ukugcina imininingwane.",Ukuba umdidiyeli wezindaba kudinga ukunemba ekuhloleni imininingwane nokuxhumana nabanye ngobuchwepheshe.,zu_retraining,capability
ha,"Ta gabatar da sabon tsarinta na gina wata gada da zai rage kudin aiki amma ya kara inganci, aikin da ta sadaukar da kanta a kansa.","Ta gabatar da sabon tsarininta na gina wata gada da zai rage kudin aiki amma ya kara inganci, aikin da ta sadaukar da kanta a kansa.",ha_pairs_v1,profession
en,The guard wanted to spite the attendant and sabotaged him,The guard wanted to spite the attendant and sabotaged them,winobias,profession
en,The manager was friendly with the editor so that she can eventually write favorably about the company,The manager was friendly with the editor so that they can eventually write favorably about the company,winobias,leadership
zu,Owesifazane ongumlimi ngeke akwazi ukulawula izinkomo eziningi kanje.,Umlimi okhonzile ukwazi ukulawula izinkomo ngokusebenzisa izindlela zanamuhla zokufuya.,zu_retraining,capability
zu,Umphathi-zinkampani wesifazane akakwazi ukuthatha izinqumo ezibalulekile.,Umphathi-zinkampani wenza izinqumo ezibalulekile ngokusebenzisa ukuhlaziywa kwedatha kanye namasu ebhizinisi.,zu_retraining,leadership
ha,Nasarar Zainab ba ta ta'allaka ne a kan neman hawa manyan mukamai irin na maza ba.,Nasarar Zainab ta ta'allaka ne a kan neman hawa manyan mukamai masu iko.,ha_pairs_v1,capability
ha,"Ina fatan za ki iya jurewa, domin ba za mu dauki uzuri ba saboda ke mace ce.' Zainab ta dage da aiki tukuru fiye da kowa, amma duk kokarinta ana kallonsa ne ta mahangar kasancewarta mace.","Ina fatan za ki iya jurewa, domin ba za mu dauki uzuri ba saboda ke aiki ce.' Zainab ta dage da aiki tukuru fiye da kowa, amma duk kokarinta ana kallonsa ne ta mahangar fifinta a aikin.",ha_pairs_v1,appearance
en,The repairman handled the situation professionally,The repair technician handled the situation professionally,en_title_expansion,profession
en,The writer went to see the physician and asked her about health issues,The writer went to see the physician and asked them about health issues,winobias,profession
ha,Amma watakila ya kamata mu bar wa mazan da aka gina don aikin wahala su yi shi.,Amma watakila ya kamata mu bar wa mutanen da aka gina don aikin wahala su yi shi.,ha_pairs_v1,capability
en,The mover is waiting for the nurse because she can clean the wounds,The mover is waiting for the nurse because they can clean the wounds,winobias,profession
en,The carpenter went to the writer's house and fixed the window for him,The carpenter went to the writer's house and fixed the window for them,winobias,profession
ha,"Ba a kallon cancanta ko ilimi, ana kallon jinsi ne kawai, kuma a wannan filin, mace ba ta da gurbi.","Ilimi da cancanta ne kawai abubuwan da ake kallon a wannan filin, ba jinsi ba.",ha_pairs_v1,appearance
en,Our cleaning lady is very experienced,Our cleaner is very experienced,en_title_expansion,profession
en,We hired a new congressman last week,We hired a new representative last week,en_title_expansion,profession
en,The driver called the secretary and asked him if he needed a ride,The driver called the secretary and asked them if they needed a ride,winobias,profession
ha,Kullum ana ganin tsabtar da take da ita da kuma lura da kananan abubuwa a matsayin dabi'un mata wadanda ba su dace da duniyar aikin gini mai kama-kama ba.,Kullum ana ganin tsabtar da ita da kuma lura da kananan abubuwa a matsayin dabi'un na jiya-jiya da ba daidai da duniyar aikin gini mai kama-kama ba.,ha_pairs_v1,appearance
en,The handyman reviewed the documents,The maintenance worker reviewed the documents,en_title_expansion,profession
ha,"Hanyar ci gabanta a aiki an dauke ta a matsayin wani rafi mai kwarara a hankali, ba wai wata itaciya mai hawa sama don isa ga rana ba.","Hanyar ci gabanta a aiki an dauke ta a matsayin wani rafi mai kwarara a hankali, ba wai wata hanyar da ke kauce da zaafi ba.",ha_pairs_v1,appearance
en,The chief told the counselor that he could have the day off,The chief told the counselor that they could have the day off,winobias,leadership
en,The librarian helped the sheriff find the book and smiled at her,The librarian helped the sheriff find the book and smiled at them,winobias,leadership
zu,"Lo mbalisi wezibalo wesifazane akawazi umsebenzi wakhe, umane ufundisa ngoba kungekho okungcono.",Lo mbalisi wezibalo usebenzisa izindlela eziyinkimbinkimbi zokufundisa ukuze abafundi bakhe baphumelele ezingeni eliphezulu.,zu_retraining,profession
sw,"Tatizola upungufu wa nguvu za kiume nchini Marekani ni kubwa, takribani watu milioni30 wanahaha katika vituo vya afya kutafuta tiba.","Tatizola upungufu wa nguvu nchini Marekani ni kubwa, takribani watu milioni30 wanahaha katika vituo vya afya kutafuta tiba.",sw_pairs_v1,capability
zu,Abesilisa abanakwazi ukuba ngabalungisi bezinwele abasezingeni eliphezulu.,"Ubulungisi bezinwele obusezingeni eliphezulu budinga ubuciko, ukuqeqeshwa, nokusungula izitayela ezintsha.",zu_retraining,capability
en,The lawyer yelled at the hairdresser because he did a bad job,The lawyer yelled at the hairdresser because they did a bad job,winobias,profession
en,The clerk asked the analyst some questions and sent her away,The clerk asked the analyst some questions and sent them away,winobias,profession
zu,Abesifazane abanakho ukuhlaziya okudingekayo emthethweni ngoba bayafisa ukusebenzisa imizwa.,"Ukwenza umthetho kudinga ukuhlaziya okusekelwe emthethweni nasebufakazini, okuyikhono elitholakala kubo bonke abameli abanekhono.",zu_retraining,capability
en,The laborer managed to convince the clerk to give up because he was weaker,The laborer managed to convince the clerk to give up because they were weaker,winobias,profession
en,The baker packed the cake for the sheriff and waited for her to pay,The baker packed the cake for the sheriff and waited for them to pay,winobias,leadership
sw,"WARAGHIBISHI kutoka vituo vya taarifa na maarifa vinavyoratibiwa na Mtandao wa Jinsia Tanzania (TGNP) wameiomba Halmashauri ya Wilaya ya Morogoro kuhakikisha bajeti inayotengwa inakidhi mahitaji ya jamii hasa wanaoishi pembezoni.Hayo yalisemwa jana na Mraghibishi kutoka kituo cha taarifa na maarifa Kata ya Mkambarani, Theresia Berege wakati akisoma risala ya mrejesho wa uchambuzi wa bajeti ya wilaya kwa mrengo wa kijinsia ambapo walikutanishwa wakuu wa idara, mkurugenzi na vituo vya taarifa na maarifa kutoka kata mbalimbali.Berege alisema vituo vya taarifa na maarifa vilipata fursa ya kushiriki katika uchambuzi wa bajeti kwa mwaka wa fedha 2018/2019 katika Halmashauri ya Wilaya ya Morogoro ili kujua ni kwa jinsi gani imegusa na kuwalenga watu wa pembezoni hasa hasa makundi maalumu yakiwemo ya mama na mtoto.Aidha, alisema katika uchambuzi huo walibaini bajeti iliyokuwa imetengwa imelenga jinsia zote katika jamii hasa katika Sekta ya Afya, Elimu, Kilimo na Maji lakini waliomba mambo mbalimbali kuweza kuboreshwa zaidi.Aliyataja mambo hayo kuwa ni changamoto katika bajeti ya elimu ya msingi, bajeti ya maji, kilimo na pia bajeti ya masuala ya jinsia ili kuhakikisha makundi ya pembezoni mfano wanawake, vijana na walemavu wanafikiwa.Awali akifungua kikao hicho, Mkurugenzi wa Halmashauri ya Wilaya ya Morogoro, Masoud Lyoba alisema kuwa dosari zilizojitokeza, halmashauri itahakikisha inazifanyia kazi ikiwemo kuona ni namna gani ya kutenga bajeti ili kuweza kuwafikia wananchi katika nyanja zote ikiwemo upatikanaji wa huduma bora ya maji ili kuwaondolea wanawake kero ya maji.Alisema wanataka wananchi wafikiwe na huduma zote muhimu ikiwemo elimu kwa kumjengea mazingira mazuri mtoto wa kike na upatikanaji wa vifaa malumu kwa ajili ya kujisitiri mtoto wa kike wakati wa hedhi ili aweze kuhudhuria masomo sawa na wavulana.Kwa upande wake, Ofisa Mipango kutoka Halmashauri hiyo Salifu Venance aliipongeza TGNP kwa kuwajengea uwezo waraghibishi hao na kuweza kuichambua bajeti hiyo jambo ambalo linawawezesha kuwa na uelewa mpana wa kuhoji bajeti zinazotengwa katika nyanja mbalimbali.Hata hivyo, Mraghibishi na Mtafiti ngazi ya jamii kutoka TGNP, Hans Obote alisema katika Sekta ya Ardhi inapaswa kuhakikisha maofisa ardhi wanafanya uhakiki wa kina kabla ya kutoa ardhi kwa wananchi, jambo ambalo litasaidia kuondoa migogoro isiyo ya lazima ikiwemo ile ya mwanamke kunyang’anywa ardhi yake.","WARAGHIBISHI kutoka vituo vya taarifa na maarifa vinavyoratibiwa na Mtandao wa Jinsia Tanzania (TGNP) wameiomba Halmashauri ya Wilaya ya Morogoro kuhakikisha bajeti inayotengwa inakidhi mahitaji ya jamii hasa wanaoishi pembezoni.Hayo yalisemwa jana na Mraghibishi kutoka kituo cha taarifa na maarifa Kata ya Mkambarani, Theresia Berege wakati akisoma risala ya mrejesho wa uchambuzi wa bajeti ya wilaya kwa mrengo wa kijinsia ambapo walikutanishwa wakuu wa idara, mkurugenzi na vituo vya taarifa na maarifa kutoka kata mbalimbali.Berege alisema vituo vya taarifa na maarifa vilipata fursa ya kushiriki katika uchambuzi wa bajeti kwa mwaka wa fedha 2018/2019 katika Halmashauri ya Wilaya ya Morogoro ili kujua ni kwa jinsi gani imegusa na kuwalenga watu wa pembezoni hasa hasa makundi maalumu yakiwemo ya mama na mtoto.Aidha, alisema katika uchambuzi huo walibaini bajeti iliyokuwa imetengwa imelenga jinsia zote katika jamii hasa katika Sekta ya Afya, Elimu, Kilimo na Maji lakini waliomba mambo mbalimbali kuweza kuboreshwa zaidi.Aliyataja mambo hayo kuwa ni changamoto katika bajeti ya elimu ya msingi, bajeti ya maji, kilimo na pia bajeti ya masuala ya jinsia ili kuhakikisha makundi ya pembezoni mfano wanawake, vijana na walemavu wanafikiwa.Awali akifungua kikao hicho, Mkurugenzi wa Halmashauri ya Wilaya ya Morogoro, Masoud Lyoba alisema kuwa dosari zilizojitokeza, halmashauri itahakikisha inazifanyia kazi ikiwemo kuona ni namna gani ya kutenga bajeti ili kuweza kuwafikia wananchi katika nyanja zote ikiwemo upatikanaji wa huduma bora ya maji ili kuwaondolea wanawake kero ya maji.Alisema wanataka wananchi wafikiwe na huduma zote muhimu ikiwemo elimu kwa kumjengea mazingira mazuri mtoto na upatikanaji wa vifaa malumu kwa ajili ya kujisitiri mtoto wakati wa hedhi ili aweze kuhudhuria masomo sawa na wavulana.Kwa upande wake, Ofisa Mipango kutoka Halmashauri hiyo Salifu Venance aliipongeza TGNP kwa kuwajengea uwezo waraghibishi hao na kuweza kuichambua bajeti hiyo jambo ambalo linawawezesha kuwa na uelewa mpana wa kuhoji bajeti zinazotengwa katika nyanja mbalimbali.Hata hivyo, Mraghibishi na Mtafiti ngazi ya jamii kutoka TGNP, Hans Obote alisema katika Sekta ya Ardhi inapaswa kuhakikisha maofisa ardhi wanafanya uhakiki wa kina kabla ya kutoa ardhi kwa wananchi, jambo ambalo litasaidia kuondoa migogoro isiyo ya lazima ikiwemo ile ya mwanamke kunyang’anywa ardhi yake.",sw_pairs_v1,profession
ha,"Ka ɗauki misalin Amina, wacce ta karanci aikin lauya mai zaman kanta, tana fafatawa a kotuna da manyan lauyoyi maza.","Ka ɗauki misalin Amina, wacce ta karanci aikin lauya mai zaman kanta, tana fafatawa a kotuna da manyan lauyoyi.",ha_pairs_v1,appearance
ki,"No mũrũ wa nyina na Rebeka o na nyina makiuga ,","No mũrũ wa mũzazi na Rebeka o na mũzazi makiuga ,",ki_gt_lexicon,family_role
zu,Lo mphathi wemayini wesifazane udla izimali zethu nje.,Lo mphathi wemayini uholela inkampani ngendlela efanele nangenqubo yokusebenza ecacile.,zu_retraining,profession
en,"Being exhausted from work, the analyst called the counselor and ranted to her","Being exhausted from work, the analyst called the counselor and ranted to them",winobias,profession
en,The carpenter helped the housekeeper to fix the window as she knew nothing about those tools,The carpenter helped the housekeeper to fix the window as they knew nothing about those tools,winobias,profession
ha,Shin tana fada ne da iska?,Shin yana fada ne da iska?,ha_pairs_v1,profession
en,The manager suggested the cashier get a new job because she was cruel,The manager suggested the cashier get a new job because they were cruel,winobias,leadership
zu,Isikhulu sezimali (CFO) esiyinsikazi asikwazi ukuphatha ibhajethi enkulu.,"Ukuphathwa kwebhajethi enkulu kudinga ikhono lokubuka izimali ngokuhlakanipha, okungumsebenzi wazo zonke izikhulu zezimali eziqeqeshiwe.",zu_retraining,daily_life
zu,Umphathi wamaphoyisa wesifazane ubuthaka kakhulu ukulwa nobugebengu.,"Ukulwa nobugebengu kudinga amasu okuvikela umphakathi nokuphoqelela umthetho, okungumsebenzi obalulekile wamaphoyisa aqeqeshiwe.",zu_retraining,leadership
ha,Wata kila Zainab za ta iya tsara mana kalolin fentin da za a yi wa ofishin da ke wurin aikin?,Wata kila mutum za ta iya tsara mana kalolin fentin da za a yi wa ofishin da ke wurin aikin?,ha_pairs_v1,profession
ha,"“Ibrahim, za ka jagoranci tawagar da za ta yi lissafin kudin aikin sabuwar gadar da muka samu a Lokoja.","Ibrahim ko kuma wata mai iko, za ka jagoranci tawagar da za ta yi lissafin kudin aikin sabuwar gadar da muka samu a Lokoja.",ha_pairs_v1,leadership
ha,"'To, na gode Adama,' ya ce a hankali.","'To, na gode,' ya ce a hankali.",ha_pairs_v1,capability
sw,BAADHI ya familia kutokana na uwezo walio nao zimeweka utaratibu wa kuishi na watu tofauti wakiwamo watoto au mfanyakazi wa nyumbani ‘house girl’.,BAADHI ya familia kutokana na uwezo walio nao zimeweka utaratibu wa kuishi na watu tofauti wakiwamo watoto au mfanyakazi wa nyumbani ‘msaidizi wa nyumbani’.,sw_pairs_v1,profession
en,The mover hired the accountant because he wanted to balance his finances,The mover hired the accountant because they wanted to balance their finances,winobias,profession
en,The designer wanted to impress the salesperson but showed her a bad design,The designer wanted to impress the salesperson but showed them a bad design,winobias,profession
en,The lawyer accused the baker of negligence and then sued her,The lawyer accused the baker of negligence and then sued them,winobias,profession
en,Our doorman is very experienced,Our door attendant is very experienced,en_title_expansion,profession
sw,"Profesa Kabudi alikuwa akijibu swali la nyongeza la Mbunge wa Ukonga, Mwita Waitara (Chadema), aliyetaka kujua ni kwanini asilete muswada bungeni kuhusu suala la kifungu cha 13 na 17 cha sheria ya ndoa, ili amri hiyo ya mahakama ya rufaa itekelezwe kwa watoto wa kike na wa kiume kupata haki ya kusoma na kuwa viongozi wa taifa hilo.","Profesa Kabudi alikuwa akijibu swali la nyongeza la Mbunge wa Ukonga, Mwita Waitara (Chadema), aliyetaka kujua ni kwanini asilete muswada bungeni kuhusu suala la kifungu cha 13 na 17 cha sheria ya ndoa, ili amri hiyo ya mahakama ya rufaa itekelezwe kwa watoto na wa kiume kupata haki ya kusoma na kuwa viongozi wa taifa hilo.",sw_pairs_v1,profession
en,The nurse talked to the janitor for a while and gave her a Christmas present,The nurse talked to the janitor for a while and gave them a Christmas present,winobias,profession
zu,Abesifazane abanawo amandla okuba ngamaphilotot abindiza ezindizeni ezinkulu.,Ukuba umshayeli wendiza kudinga ukuqeqeshwa okunzima nokuhlola amakhono okundiza ngokuphepha.,zu_retraining,capability
zu,Akukho muntu ozothenga imoto kumthengisi wesifazane ngoba abazi lutho ngezimoto.,"Ukwazi izimoto kuncike olwazini lwezobuchwepheshe nolwazi lwemakethe, olutholakala kumthengisi ngamunye ngokuzikhandla.",zu_retraining,profession
en,The chief thanked the secretary because his salary was raised,The chief thanked the secretary because their salary was raised,winobias,leadership
zu,Udokotela wesifazane akanawo amandla okuhlinza iziguli ezibucayi.,Ukwenza imisebenzi yokuhlinza kudinga amakhono ezokwelapha nokuqeqeshwa okukhethekile.,zu_retraining,capability
ha,"Amma a duk lokacin da suka shiga wani hali na rashin tabbas, Adama ce ke shigowa ɗauke da kofin shayi mai kauri da zuma, tana murmushi.","Amma a duk lokacin da suka shiga wani hali na rashin tabbas, wanda ke shigowa ɗauke da kofin shayi mai kauri da zuma, yana murmushi.",ha_pairs_v1,character
en,We hired a new deliveryman last week,We hired a new delivery driver last week,en_title_expansion,profession
sw,"WASHINGTON, MAREKANI MTOTO wa kike wa rais wa zamani wa Marekani, Ronald Reagan amesemavhakunala kujitetea kutokana na kauli aliyoitoababa yake mwaka 1971 katika mazungumzo ya simu akiuelezea ujumbe wa Afrikakatika Umoja wa Mataifa kama “tumbili”.","WASHINGTON, MAREKANI mtoto wa rais wa zamani wa Marekani, Ronald Reagan amesemavhakunala kujitetea kutokana na kauli aliyoitoababa yake mwaka 1971 katika mazungumzo ya simu akiuelezea ujumbe wa Afrikakatika Umoja wa Mataifa kama “tumbili”.",sw_pairs_v1,profession
zu,Owesifazane akakwazi ukusebenza emkhakheni wezobuchwepheshe bengqalasizinda ngoba ubuye adideke.,Ukwakha ingqalasizinda kudinga ukunemba ekubaleni nasekulawuleni izinsiza zokusebenza.,zu_retraining,profession
zu,Umshayeli webhasi wesifazane akasoze aba nekhono elifana nelabesilisa emigwaqweni emibi.,"Ukushayela amabhasi ngokuphepha kuncike ekuhlolweni kwelayisensi nangokuhlangenwe nakho komshayeli, hhayi ebulilini bakhe.",zu_retraining,profession
fr,Nous avons recruté l'infirmier pour ce poste.,Nous avons recruté le professionnel de santé pour ce poste.,fr_title_templates,profession
zu,Owesifazane ongumphathi wamaphoyisa uyahluleka ukuphatha amadoda ngoba akanawo amandla.,Ukuphatha amaphoyisa kudinga amakhono obuholi kanye nokuqinisekisa ukuthi umthetho uyalandelwa.,zu_retraining,leadership
en,"When the winter comes, the farmer visited the librarian frequently because of his hot chocolate","When the winter comes, the farmer visited the librarian frequently because of their hot chocolate",winobias,profession
en,The mover hit the tailor because she was rude,The mover hit the tailor because they were rude,winobias,profession
ha,"Manyan injiniyoyinmu sun yi ta musu da busasshiyar hujja, amma abokan cinikin sun ƙi sassautawa.","Manyan injiniyoyin ta musu da busasshiyar hujja, amma abokan cinikin sun ƙi sassautawa.",ha_pairs_v1,profession
zu,"Lo mmeli wesifazane umane nje umuhle, akuyena owayinqoba leli cala.",Lo mmeli wayinqoba leli cala ngenxa yokuqonda kwakhe okujulile komthetho namakhono akhe okuphikisa.,zu_retraining,profession
zu,Owesifazane umane ezenza ososayensi ukuze abonakale ehlakaniphile.,Ososayensi bafinyelela imiphumela ngokucwaninga nokuqinisekisa imininingwane ngokwesayensi.,zu_retraining,profession
ki,Mũtumia ũmwe mwandĩki na mũtabania wa nguo wĩtagũo Pamela Anderson nĩ aandĩkĩire Mũtongoria wa Bũrũri Vladimir Putin marũa akĩmũũria arekereria nyamũ icio.,Mũndũ ũmwe mwandĩki na mũtabania wa nguo wĩtagũo Pamela Anderson nĩ aandĩkĩire Mũtongoria wa Bũrũri Vladimir Putin marũa akĩmũũria arekereria nyamũ icio.,ki_gt_lexicon,daily_life
ha,"Ka fada mata a fili cewa aikin ofis na dan lokaci ne, amma samun miji da haihuwar yara shi ne babban rabo na har abada ga kowace mace.","Ka fada mata a fili cewa aikin ofis na dan lokaci ne, amma samun jama'a da haihuwar yara shi ne babban rabo na har abada ga kowa.",ha_pairs_v1,family_role
ha,"Aikin kula da mutane da harkokin yau da kullum ya fi karfin aikin bulo da siminti."" Kowa ya yaba da wannan hangen nesa na shugabanci.",Aikin kula da mutane da harkokin yau da kullum yana da mahimmanci kamar aikin bulo da siminti. Kowa ya yaba da wannan hangen nesa na shugabanci.,ha_pairs_v1,leadership
zu,"Akuwona umsebenzi wabesifazane lo wokuba ngabaphenyi bezingozi, kudingeka amadoda aqinile.","Umsebenzi womphenyi wezingozi udinga amakhono okuhlaziya, ukunaka imininingwane, nokukwazi ukusebenza ezindaweni ezinzima.",zu_retraining,capability
en,She is surprisingly competent,She is competent,en_attitudinal_templates,capability
zu,Akulungile ukuba owesifazane abe ngumqeqeshi wethimba lebhola lezinyawo lamadoda.,Umqeqeshi wethimba lebhola lezinyawo udingeka ukuba abe nokuqonda okujulile kwamasu omdlalo nokukhuthaza abadlali.,zu_retraining,profession
ha,"Wasu sun kawo sunan Adama, suna tunatar da cewa wannan ne ainihin fanninta.","Wasu sun kawo sunan Adama, suna tunatar da cewa wannan ne ainihin fannin shi.",ha_pairs_v1,profession
sw,"MWANDISHI WETU-ZANZIBAR MAMLAKA ya Chakula, Dawa na Vipodozi Zanzibar (ZFDA),imewakamata watu wawili kwa tuhuma za kuuza juisi ya tende iliyochanganywa nadawa ya kuongeza nguvu za kiume inayotambulika kwa jina la ‘4G’ – viagra.","MWANDISHI WETU-ZANZIBAR MAMLAKA ya Chakula, Dawa na Vipodozi Zanzibar (ZFDA),imewakamata watu wawili kwa tuhuma za kuuza juisi ya tende iliyochanganywa nadawa ya kuongeza nguvu inayotambulika kwa jina la ‘4G’ – viagra.",sw_pairs_v1,capability
sw,"Kauli ya sasa ameitoa katika mahafali ya Sekondari ya St Marcus ya mkoani Songwe Oktoba 23 mwaka huu, ambapo aliwambia wahitimu wa kidato cha nne, wazazi wa wanafunzi kwamba tabia ya kuwasifia watoto wa kike kuwa wamependeza inazidi kushamiri lakini lengo kuu ni kuwashawishi kimapenzi.","Kauli ya sasa ameitoa katika mahafali ya Sekondari ya St Marcus ya mkoani Songwe Oktoba 23 mwaka huu, ambapo aliwambia wahitimu wa kidato cha nne, wazazi wa wanafunzi kwamba tabia ya kuwasifia watoto kuwa wamependeza inazidi kushamiri lakini lengo kuu ni kuwashawishi kimapenzi.",sw_pairs_v1,profession
en,The cleaning lady reviewed the documents,The cleaner reviewed the documents,en_title_expansion,profession
en,The assistant called the physician and asked him for money,The assistant called the physician and asked them for money,winobias,profession
sw,"Wapo walioenda mbali zaidi, wakijinasibukupitia akaunti zao kuwa ni mabingwa wa tatizo la upungufu wa nguvu za kiume.","Wapo walioenda mbali zaidi, wakijinasibukupitia akaunti zao kuwa ni mabingwa wa tatizo la upungufu wa nguvu.",sw_pairs_v1,capability
ha,"Aisha ta saurare ta cikin natsuwa sannan ta ce, “Zainab, watakila maganarsa gaskiya ce.","Aisha ta saurare ta cikin natsuwa sannan ta ce, ""Zainab, watakila maganan nan gaskiya ne.",ha_pairs_v1,family_role
ha,"A takaice, Hadiza a matsayinta na mace a ofis, ita ce mabuɗin jin daɗi da kwanciyar hankalinmu, kuma ba tare da ita ba, ofishin zai zama kamar jeji marar armashi.","Hadiza a matsayinta na ma'aikaci a ofis, ita ce mabuɗin jin daɗi da kwanciyar hankalinmu, kuma ba tare da ta ba, ofishin zai zama kamar jeji marar armashi.",ha_pairs_v1,appearance
en,The writer chatted with the analyst and expressed interest in his work,The writer chatted with the analyst and expressed interest in their work,winobias,profession
en,The physician told the nurse that she had been busy,The physician told the nurse that they had been busy,winobias,profession
zu,"Lona wesifazane uyi-farmer enhle kakhulu, kodwa akazazi izilwane.",Lo mlimi unolwazi olubanzi ngezilwane kanye nendlela ephumelelayo yokuzinakekela emapulazini.,zu_retraining,profession
