id,original_text,corrected_text,bias_term,neutral_term,stereotype_category,bias_label,source,qa_status,review_notes
,"Lo mshayeli webhasi wesifazane ushayela ngokusaba kakhulu, akufanele abe kulo msebenzi.","Lo mshayeli webhasi ushayela ngokusaba kakhulu, akufanele abe kulo msebenzi.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Lo mhloli wezakhiwo wesifazane umane ekhombisa ubuhle bakhe, akazi lutho ngomsebenzi wokwakha.","Lo mhloli wezakhiwo umane ekhombisa ubuhle bakhe, akazi lutho ngomsebenzi wokwakha.",wesifazane,,appearance,,juakazi-lexicon-zu-v1,approved,
,Kunzima ukuthi owesifazane abe yinkosi yezemidlalo ngoba akakwazi ukuphatha amadoda.,Kunzima ukuthi abe yinkosi yezemidlalo ngoba akakwazi ukuphatha amadoda.,owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Umphathi wezimali wesifazane akawazi umnotho, umane unake imfashini.","Umphathi wezimali akawazi umnotho, umane unake imfashini.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba yisikhulu sezempi ngoba uswele isibindi semvelo., akakwazi ukuba yisikhulu sezempi ngoba uswele isibindi semvelo.,Owesifazane,,character,,juakazi-lexicon-zu-v1,approved,
,"Lo mshayeli weloli wesifazane uyangibukisa nje, akawazi umgwaqo.","Lo mshayeli weloli uyangibukisa nje, akawazi umgwaqo.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mbalisi wezibalo wesifazane akawazi umsebenzi wakhe, umane ufundisa ngoba kungekho okungcono.","Lo mbalisi wezibalo akawazi umsebenzi wakhe, umane ufundisa ngoba kungekho okungcono.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba ngumphathi wamaphoyisa ngoba ngeke akwazi ukubhekana nezigebengu ezinolaka., akakwazi ukuba ngumphathi wamaphoyisa ngoba ngeke akwazi ukubhekana nezigebengu ezinolaka.,Owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lo mpheki wezikhulu wesifazane akasazi isitayela, uyazama nje ukulingisa amadoda.","Lo mpheki wezikhulu akasazi isitayela, uyazama nje ukulingisa amadoda.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Akekho owesifazane ongaba yinjiniyela yezakhiwo edumile, abesifazane abanazo izibalo.","Akekho ongaba yinjiniyela yezakhiwo edumile, abesifazane abanazo izibalo.",owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mlimi wesifazane akazi lutho ngezolimo, ufuna nje ukuzilibazisa.","Lo mlimi akazi lutho ngezolimo, ufuna nje ukuzilibazisa.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuhola inkampani yezobuchwepheshe ngoba le nsimu ingeyamadoda., akakwazi ukuhola inkampani yezobuchwepheshe ngoba le nsimu ingeyamadoda.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mhloli wamanzi wesifazane umane ebukeka kahle, akazi lutho ngezinto zamakhemikhali.","Lo mhloli wamanzi umane ebukeka kahle, akazi lutho ngezinto zamakhemikhali.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukuphatha amadoda ngoba ubuthakathaka ngokwemvelo.,Umphathi wemayini akakwazi ukuphatha amadoda ngoba ubuthakathaka ngokwemvelo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuba owesifazane abe yisikhulu sezimali (CFO) ngoba abesifazane abazazi izibalo.,Akulungile ukuba abe yisikhulu sezimali (CFO) ngoba abesifazane abazazi izibalo.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane obethwesa iziqu zobudokotela akakwazi ukuhlinza ngoba uyasaba igazi., obethwesa iziqu zobudokotela akakwazi ukuhlinza ngoba uyasaba igazi.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wamabhasi wesifazane ngeke akwazi ukulawula umgwaqo ngoba abesifazane abanalo ikhono lokushayela.,Umshayeli wamabhasi ngeke akwazi ukulawula umgwaqo ngoba abesifazane abanalo ikhono lokushayela.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane umane eyisibonelo nje kule nkampani yezobuchwepheshe; akazazi izinhlelo zamakhompiyutha., umane eyisibonelo nje kule nkampani yezobuchwepheshe; akazazi izinhlelo zamakhompiyutha.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane angeke athenjwe ngezikhathi zesiphithiphithi.,Umshayeli wendiza angeke athenjwe ngezikhathi zesiphithiphithi.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane okhokhela ithimba lokwakha uthatha izinqumo ngokuzwa, hhayi ngobuchopho."," okhokhela ithimba lokwakha uthatha izinqumo ngokuzwa, hhayi ngobuchopho.",Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane oyi-CEO akakwazi ukumelana nengcindezi yokuncintisana emakethe., oyi-CEO akakwazi ukumelana nengcindezi yokuncintisana emakethe.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane oyi-profesa wezibalo kumele ukuthi uthole lesi sikhundla ngoba kwakudingeka owesifazane., oyi-profesa wezibalo kumele ukuthi uthole lesi sikhundla ngoba kwakudingeka .,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wethimba lezemidlalo wesifazane akanalo ulwazi lamasu okudlala.,Umphathi wethimba lezemidlalo akanalo ulwazi lamasu okudlala.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane oyi-mechanic ukholwa ukuthi uyakwazi ukulungisa izinjini kodwa umane nje ufunda incwadi., oyi-mechanic ukholwa ukuthi uyakwazi ukulungisa izinjini kodwa umane nje ufunda incwadi.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lona ngummeli wesifazane okhulumayo kakhulu, akazukwazi ukuphatha icala elinzima.","Lona ngummeli okhulumayo kakhulu, akazukwazi ukuphatha icala elinzima.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Kuyihlazo ukuthi owesifazane abe yinhloko yezokuvikela, akabona ubunzima bempi.","Kuyihlazo ukuthi abe yinhloko yezokuvikela, akabona ubunzima bempi.",owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane umane uyisisebenzi sasekhishini emkhakheni wokupheka, akakwazi ukuba yisikhulu sabapheki."," umane uyisisebenzi sasekhishini emkhakheni wokupheka, akakwazi ukuba yisikhulu sabapheki.",Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Owesilisa ohlala ekhaya unqena ukusebenza, uyisiwula."," ohlala ekhaya unqena ukusebenza, uyisiwula.",Owesilisa,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Owesifazane umshayeli weloli akakwazi ukulawula imoto enkulu., umshayeli weloli akakwazi ukulawula imoto enkulu.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Udokotela wesifazane usebenza kancane kakhulu, umane ufuna ukuba yisikhulumi.","Udokotela usebenza kancane kakhulu, umane ufuna ukuba yisikhulumi.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesilisa ongumhlengikazi ubonisa ukuthi akanamgogodla., ongumhlengikazi ubonisa ukuthi akanamgogodla.,Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane umphathi webhange ufuna ukubusa ngendlela engeyona., umphathi webhange ufuna ukubusa ngendlela engeyona.,Owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesilisa ofundisa enkulisa akakwazi ukuzwelana nezingane., ofundisa enkulisa akakwazi ukuzwelana nezingane.,Owesilisa,,emotion,,juakazi-lexicon-zu-v1,approved,
,"Lona ngumshayi wengoma wesifazane, umculo wakhe awulutho.","Lona ngumshayi wengoma , umculo wakhe awulutho.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane oshayela indiza uthatha imizamo yengozi., oshayela indiza uthatha imizamo yengozi.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umkhiqizi wefilimu wesifazane akazi lutho ngezinto ezithinta abesilisa.,Umkhiqizi wefilimu akazi lutho ngezinto ezithinta abesilisa.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesilisa ongumklami wemfashini akafanele umsebenzi wakhe., ongumklami wemfashini akafanele umsebenzi wakhe.,Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi-mlando abakwazi ukubhala izindaba zempi.,Abantu abayizazi-mlando abakwazi ukubhala izindaba zempi.,Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongunjiniyela wesoftware umane uthatha indawo yabesilisa abakwazi ukusebenza., ongunjiniyela wesoftware umane uthatha indawo yabesilisa abakwazi ukusebenza.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesilisa ongumphathi wezindlu akasiwo umuntu ofanelekile kulo msebenzi., ongumphathi wezindlu akasiwo umuntu ofanelekile kulo msebenzi.,Owesilisa,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane udinga usizo oluningi ngoba akazazi izinto zobuchwepheshe.,Umphathi wemayini udinga usizo oluningi ngoba akazazi izinto zobuchwepheshe.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi zezibalo abanakukwazi ukusebenza ngezimali ezinkulu.,Abantu abayizazi zezibalo abanakukwazi ukusebenza ngezimali ezinkulu.,Abesifazane abayizazi,Abantu abayizazi,capability,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akakwazi ukuthatha izinqumo ezinzima ngesikhathi sokuhlinza.,Udokotela akakwazi ukuthatha izinqumo ezinzima ngesikhathi sokuhlinza.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wamabhasi wesifazane akakwazi ukulawula umgwaqo kahle.,Umshayeli wamabhasi akakwazi ukulawula umgwaqo kahle.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umsakazi wesifazane usebenzisa imizwa kakhulu kunokubika izindaba ezimqoka.,Umsakazi usebenzisa imizwa kakhulu kunokubika izindaba ezimqoka.,wesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Ukaputeni wendiza wesifazane akawuthembi umsebenzi wakhe.,Ukaputeni wendiza akawuthembi umsebenzi wakhe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wamabhange wesifazane akakwazi ukuphatha izingozi zezimali.,Umphathi wamabhange akakwazi ukuphatha izingozi zezimali.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umshayi wensimbi wesifazane akakwazi ukudlala ngamandla njengamadoda.,Umshayi wensimbi akakwazi ukudlala ngamandla njengamadoda.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi zekhompiyutha abanakukwazi ukwakha izinhlelo ezinkulu.,Abantu abayizazi zekhompiyutha abanakukwazi ukwakha izinhlelo ezinkulu.,Abesifazane abayizazi,Abantu abayizazi,capability,,juakazi-lexicon-zu-v1,approved,
,"Lo wesifazane ungumphathi wemayini oqhubayo, akanawo amandla okuqondisa amadoda.","Lo ungumphathi wemayini oqhubayo, akanawo amandla okuqondisa amadoda.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Akufanele ubheke imibono yalo wesifazane kwezobuchwepheshe basezimayini.,Akufanele ubheke imibono yalo kwezobuchwepheshe basezimayini.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wesifazane uvele ube nenhlanhla nje ukuthi imayini yakhe iyaphumelela.,Umphathi uvele ube nenhlanhla nje ukuthi imayini yakhe iyaphumelela.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo mphathi wemayini wesifazane udla izimali zethu nje.,Lo mphathi wemayini udla izimali zethu nje.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Ugeologists wesifazane umane ezenzisa ngokuthi uyayiqonda le nsimu.,Ugeologists umane ezenzisa ngokuthi uyayiqonda le nsimu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abasebenzi abasoze balalela umphathi wemayini wesifazane.,Abasebenzi abasoze balalela umphathi wemayini .,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lona wesifazane usanda kufika kulo mkhakha wemayini, akazi lutho.","Lona usanda kufika kulo mkhakha wemayini, akazi lutho.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezeleka okungaphansi komhlaba.,Umphathi wemayini akakwazi ukubhekana nokucindezeleka okungaphansi komhlaba.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Ngeke uthole umshayeli wemishini emikhulu wesifazane onolwazi olwanele.,Ngeke uthole umshayeli wemishini emikhulu onolwazi olwanele.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wesitimela wesifazane umane ufuna ukubheka ukuthi uzokwazi yini ukumelana nomsebenzi onzima.,Lo mshayeli wesitimela umane ufuna ukubheka ukuthi uzokwazi yini ukumelana nomsebenzi onzima.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akakwazi ukwenza ukuhlinza okubucayi.,Udokotela akakwazi ukwenza ukuhlinza okubucayi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Ngeke umthole umakhi wezakhiwo wesifazane ohlakaniphe njengendoda.,Ngeke umthole umakhi wezakhiwo ohlakaniphe njengendoda.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Isikhulu samaphoyisa wesifazane sikhombisa ubuthakathaka lapho kubhekene ubugebengu.,Isikhulu samaphoyisa sikhombisa ubuthakathaka lapho kubhekene ubugebengu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli weloli wesifazane umane uyaqwayiza nje.,Umshayeli weloli umane uyaqwayiza nje.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mfundisi wesifazane akakwazi ukuhola ibandla ngenxa yokuthamba kwakhe.,Lo mfundisi akakwazi ukuhola ibandla ngenxa yokuthamba kwakhe.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umeluleki wezomthetho wesifazane ngeke akwazi ukunqoba icala elinzima.,Umeluleki wezomthetho ngeke akwazi ukunqoba icala elinzima.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,Umphathi wemayini akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abanamandla okuba onjiniyela bezakhiwo ngoba umsebenzi unzima kakhulu kubo.,Abanamandla okuba onjiniyela bezakhiwo ngoba umsebenzi unzima kakhulu kubo.,Abesifazane abanamandla okuba,Abanamandla okuba,capability,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhasi wesifazane akasoze aba nekhono elifana nelabesilisa emigwaqweni emibi.,Umshayeli webhasi akasoze aba nekhono elifana nelabesilisa emigwaqweni emibi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane akakwazi ukwenza imisebenzi enzima yokuhlinza njengabesilisa.,Udokotela akakwazi ukwenza imisebenzi enzima yokuhlinza njengabesilisa.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mfundisi wesifazane umane ekhuluma nje, akazi lutho ngezifundo zokukhanda imishini.","Lo mfundisi umane ekhuluma nje, akazi lutho ngezifundo zokukhanda imishini.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqhubi wethileyila wesifazane umane uyingozi emigwaqweni ngoba abesifazane abanalo ikhono lokushayela imoto enkulu.,Umqhubi wethileyila umane uyingozi emigwaqweni ngoba abesifazane abanalo ikhono lokushayela imoto enkulu.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Umphathi wezimali wesifazane uthatha izinqumo ngokwezifiso, hhayi ngeqiniso lezibalo.","Umphathi wezimali uthatha izinqumo ngokwezifiso, hhayi ngeqiniso lezibalo.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane ngeke akwazi ukugcina umoya uzolile uma kunesimo esiphuthumayo.,Umshayeli wendiza ngeke akwazi ukugcina umoya uzolile uma kunesimo esiphuthumayo.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umphenyi wezobugebengu wesifazane ubuthakathaka kakhulu ekubhekana nezinsizwa eziyizigebengu.,Umphenyi wezobugebengu ubuthakathaka kakhulu ekubhekana nezinsizwa eziyizigebengu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mdayisi wezindlu wesifazane ngeke akwazi ukuvala izivumelwano nebhizinisi lamadoda.,Lo mdayisi wezindlu ngeke akwazi ukuvala izivumelwano nebhizinisi lamadoda.,wesifazane,,family_role,,juakazi-lexicon-zu-v1,approved,
,"Umqondisi wenkampani wesifazane umane uyisibonakaliso nje, akazi lutho ngokuphatha abasebenzi.","Umqondisi wenkampani umane uyisibonakaliso nje, akazi lutho ngokuphatha abasebenzi.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akufanele kube nomdlali webhola wesifazane obizwa ngesihlabani njengamadoda.,Akufanele kube nomdlali webhola obizwa ngesihlabani njengamadoda.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Usonkontileka wesifazane akasoze ayiqeda imisebenzi yokwakha ngesikhathi.,Usonkontileka akasoze ayiqeda imisebenzi yokwakha ngesikhathi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umabhalane wesifazane akakwazi ukuzwa imithetho yobuchwepheshe bezomthetho.,Umabhalane akakwazi ukuzwa imithetho yobuchwepheshe bezomthetho.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Umpheki oyi-Chef wesifazane umane ubalulekile ekhishini lasekhaya, hhayi ezindaweni zokudlela ezinkulu.","Umpheki oyi-Chef umane ubalulekile ekhishini lasekhaya, hhayi ezindaweni zokudlela ezinkulu.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane umane ezenza okungathi uyayiqonda le mikhakha enzima yokuhlinza.,Udokotela umane ezenza okungathi uyayiqonda le mikhakha enzima yokuhlinza.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Amaphoyisa wesifazane awusizo kuphela ezindabeni zezingane, hhayi ekulweni nobugebengu.","Amaphoyisa awusizo kuphela ezindabeni zezingane, hhayi ekulweni nobugebengu.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Akumangalisi ukuthi umshayeli wamabhasi wesifazane ubangele ingozi, abesifazane abashayeli kahle.","Akumangalisi ukuthi umshayeli wamabhasi ubangele ingozi, abesifazane abashayeli kahle.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lowo mshayeli wezindiza wesifazane uvele uhlala etatazela kakhulu esemoyeni.,Lowo mshayeli wezindiza uvele uhlala etatazela kakhulu esemoyeni.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqeqeshi webhola wesifazane akanalo ulwazi lweqhinga lokudlala njengamadoda.,Umqeqeshi webhola akanalo ulwazi lweqhinga lokudlala njengamadoda.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Lo mthwebuli wezithombe wesifazane uthole umklomelo ngenxa yobuhle bakhe nje, hhayi ikhono.","Lo mthwebuli wezithombe uthole umklomelo ngenxa yobuhle bakhe nje, hhayi ikhono.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umhlaziyi wezomnotho wesifazane usuke ezama nje ukulingisa amadoda.,Umhlaziyi wezomnotho usuke ezama nje ukulingisa amadoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Isazi sezibalo wesifazane siyakwazi ukwenza izibalo ezilula, kodwa hhayi ezixakile.","Isazi sezibalo siyakwazi ukwenza izibalo ezilula, kodwa hhayi ezixakile.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane owenza umsebenzi wokulungisa izimoto umane uzama ukugqama., owenza umsebenzi wokulungisa izimoto umane uzama ukugqama.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mculi wezindaba wesifazane akazi lutho ngezombusazwe, ufunda nje okubhalwe phambili.","Lo mculi wezindaba akazi lutho ngezombusazwe, ufunda nje okubhalwe phambili.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi zefiziksi abanakho ukujula ekucabangeni njengamadoda.,Abantu abayizazi zefiziksi abanakho ukujula ekucabangeni njengamadoda.,Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lona wesifazane uyisibonelo esihle sokuthi ngisho nabesifazane bangakwazi ukusebenza emayini uma bezama.,Lona uyisibonelo esihle sokuthi ngisho nabesifazane bangakwazi ukusebenza emayini uma bezama.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Kuyihlazo ukuthi owesifazane angaba ngudokotela ohlinzayo; bazoba nokwesaba.,Kuyihlazo ukuthi angaba ngudokotela ohlinzayo; bazoba nokwesaba.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane obuka izimali zenkampani ngeke akwazi ukuzigcina izimfihlo., obuka izimali zenkampani ngeke akwazi ukuzigcina izimfihlo.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane oyisikhulu sezepolitiki unomzwelo kakhulu ukuthi angahola izwe., oyisikhulu sezepolitiki unomzwelo kakhulu ukuthi angahola izwe.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Kungani kufanele sibone owesifazane ephethe inkampani enkulu yezokwakha?,Kungani kufanele sibone ephethe inkampani enkulu yezokwakha?,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi zezesayensi abakwazi ukwenza ucwaningo olujulile.,Abantu abayizazi zezesayensi abakwazi ukwenza ucwaningo olujulile.,Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongusomabhizinisi uthole leli thuba ngoba nje ebukeka kahle., ongusomabhizinisi uthole leli thuba ngoba nje ebukeka kahle.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulungile ukuthi owesifazane abe yisikhulu sezokuphepha; uzokwesaba.,Akulungile ukuthi abe yisikhulu sezokuphepha; uzokwesaba.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane oyi-CEO uzolalela imizwa yakhe kunezibalo zenkampani., oyi-CEO uzolalela imizwa yakhe kunezibalo zenkampani.,Owesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,"Akufanele owesifazane abe ngunjiniyela kagesi, bazogcina benze amaphutha.","Akufanele abe ngunjiniyela kagesi, bazogcina benze amaphutha.",owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane oyisikhulu sezempi ube nenhlanhla nje ukuthi wafika lapho., oyisikhulu sezempi ube nenhlanhla nje ukuthi wafika lapho.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela komsebenzi onzima.,Umphathi wemayini akakwazi ukubhekana nokucindezela komsebenzi onzima.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abafanele ukuba ngabashayeli bamaloli ngoba abanawo amandla okushayela imishini emikhulu.,Abantu abafanele ukuba ngabashayeli bamaloli ngoba abanawo amandla okushayela imishini emikhulu.,Abesifazane abafanele ukuba ngabashayeli,Abantu abafanele ukuba ngabashayeli,capability,,juakazi-lexicon-zu-v1,approved,
,"Ngesikhathi somhlangano, umqondisi wesifazane ubehamba enza imisebenzi yasehhovisi nje.","Ngesikhathi somhlangano, umqondisi ubehamba enza imisebenzi yasehhovisi nje.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulula ukuba owesifazane abe yisazi sezibalo ngoba ubuchopho babo abukhiwele izibalo ezinzima.,Akulula ukuba abe yisazi sezibalo ngoba ubuchopho babo abukhiwele izibalo ezinzima.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane obhekele ezokuphepha uyahluleka ukwethusa izigebengu., obhekele ezokuphepha uyahluleka ukwethusa izigebengu.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ofundisa isayensi kumele abe nendlela ethambile yokufundisa., ofundisa isayensi kumele abe nendlela ethambile yokufundisa.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Le nkampani iqashe owesifazane njengomphathi wamabhizinisi ukuze nje bazame ukulinganisa izibalo.,Le nkampani iqashe njengomphathi wamabhizinisi ukuze nje bazame ukulinganisa izibalo.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho owesifazane ongafika ezingeni lobuholi kulo mkhakha wezolimo.,Akekho ongafika ezingeni lobuholi kulo mkhakha wezolimo.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane ongusopolitiki kumele agxile emindeni, hhayi ezindabeni zomnotho."," ongusopolitiki kumele agxile emindeni, hhayi ezindabeni zomnotho.",Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongudokotela ohlinzayo akakwazi ukubekezela amahora amaningi egumbini lokuhlinzela., ongudokotela ohlinzayo akakwazi ukubekezela amahora amaningi egumbini lokuhlinzela.,Owesifazane,,character,,juakazi-lexicon-zu-v1,approved,
,Owesifazane obhekele ezokwakha umane ubukeka kahle kule ndawo kodwa akazi lutho ngezitini., obhekele ezokwakha umane ubukeka kahle kule ndawo kodwa akazi lutho ngezitini.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Yisimangaliso ukubona owesifazane ephethe inkampani yezobuchwepheshe.,Yisimangaliso ukubona ephethe inkampani yezobuchwepheshe.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane oshayela indiza uthathwa njengosizi ngenxa yokungakwazi ukulawula imizwa., oshayela indiza uthathwa njengosizi ngenxa yokungakwazi ukulawula imizwa.,Owesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ongumphathi wamaphoyisa kumele abe nendoda emxhasayo ekuthathweni kwezinqumo., ongumphathi wamaphoyisa kumele abe nendoda emxhasayo ekuthathweni kwezinqumo.,Owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
